"partecipare (a)","vi. to take part (in); (utili, dolore, successo di qn) to share (in); (spese) to contribute (to); avere partecipato"
"partire da casa","to leave from home"
"partire dall'Italia","to leave from Italy"
"partire in aereo","to leave (go) by plan"
"partire in macchina","to leave (go) by macchina"
"partire in treno","to leave (go) by train"
"partire per casa","to leave for home"
"partire per l'Italia","to leave for Italy"
"a partire da","from"
"partire","vi. (andare via) to leave; (allontanarsi) to go away; (colpo) to go off; essere partito"
"passare a trovare qn","to drop in on sb"
"passare il tempo","to spend (pass) time"
"passare qc a qn","to pass sth to sb"
"passare un brutto periodo","to go through a bad time"
"passare","vi.(persona, veicolo) to pass (by), go by; (fare una breve sosta) to visit, stop by; vt. (attraversare) to cross; (trascorrere: tempo) to spend; essere passato"
"passeggiare","vi. (andare a spasso) to go for a walk; (in veicolo) to go for a dive; avere passeggiato"
"pensare bene di qn","to think well of sb"
"pensare di fare qc","to think of doing sth"
"pensare di no","to not think so"
"pensare di sì","to think so"
"pensare male di qn","to think poorly of sb"
"pensare (a)","vi. (riflettere) to think (of/about); avere pensato"
"perdere di vista qn/qc","to lose sight of sb/sth"
"perdere tempo","(preccare) to waste time"
"perdere","vt. <perdo> (gener) to lose; (treno, film, evento, occasione) to miss; (sprecare) to waste; avere perso"
"perdersi","vr. <perdo> (smarrirsi) to get lost; (svanire) to disappear; essersi perso"
"permettere a qn di fare qc","to allow sb to do sth"
"permettere","vt. (dare il permesso per) to allow; (dare la possibilità) to permit; avere permesso"
"pesare","vt./vi. (avere un peso, persona, merce) to weigh; avere pesato"
"piangere","vt. <piango> (lacrime) to cry; (lamentare) to mourn; vi. <piango> to cry; avere pianto"
"piovere","vi. <piove>  to rain; to rain down; essere piovuto"
"portare qc a qn","to take, bring sth to sb"
"portare qn a fare qc","to lead sb to do sth"
"portare qn a qc","to lead sb to sth"
"portare via","to take away"
"portare","vt. (trasportare, trascinare) to carry; (trasferire, accompagnare) to take; (dare, causare) to bring; (indossare) to wear; (reggere) to support; avere portato"
"potere fare qc","to be able to do sth"
"potere","vi. <posso> (gener) to be able to; (avere il permesso di) may; avere potuto"
"preferire fare qc","to prefer doing sth"
"preferire","vt. <preferisco> to prefer; avere preferito"
"prendere nota di qc","to take note of sth"
"prendere un caffé","(al bar, al ristorante) to have a coffee"
"prendere un decisione","to make a decision"
"prendere il treno","to catch the train"
"prendere l'autobus","to catch the bus"
"prendere","vt. <prendo> (gener) to take; (andare a prendere, ricevere, ottenere) to get, fetch; (malattia) to catch; (catturare, sorprendere) to catch; (ritirare) to pick up; (misurare) to measure; (far pagare) to charge; (assumere) to take on; (spazio) to take up; vi. <prendo> (piante) to take; (fuoco) to catch; (colla, cemento) to set; (avviarsi) to go; avere preso"
"prenotare","vt. (posto, tavolo, camera) to reserve (hotel, classe) book; avere prenotato"
"preparare","vt. (esame, concorso) to get ready; (piano, sorpresa, persona) to prepare; avere preparato"
"prepararsi a fare qc","to prepare o.s. to do sth"
"prepararsi a qc","to prepare o.s. for sth"
"prepararsi","vr. (vestirsi) to get ready; essersi preparato"
"prevedere","vt. (anticipare) to foresee, predict; avere preveduto"
"prevenire","vt. (evitare) to avoid, prevent; avere prevenuto"
"produrre","vt. <produco> (gener) to produce; avere prodotto"
"proibire","vt. <proibisco> (vietare) to forbid, prohibit; avere proibito"
"promuovere","vt. (gener) to promote; (a scuola, a un esame) to pass; avere promosso"
"proteggere","vt. <proteggo> (difendere) to protect, (soccorrere) to defend; avere protetto"
"provare","vt. (gener) to try, (gener) to test, (abito, scarpe) to try on; (dolore, simpatia, pietà) to feel; avere provato"
"pulire","vt. <pulisco> to clean; avere pulito"
"pungere","vt. <pungo> (soggetto: spina, spillo) to prick, (insetto, ortica) to sting; avere punto"
"punire","vt. <punisco> (bambino, criminale) to punish; avere punito"
"raccontare","vt. (storia, bugie) to tell; (avventure) to tell about; avere raccontato"
"radere","vt. <rado> (barba, baffi) to shave off; (mento) to shave; avere raso"
"radersi","vr. <rado> (barba, baffi) to shave o.s.; essersi raso"
"raggiungere","vt. (meta, vetta) to reach, (persone) to join; (obiettivo) to achieve; avere raggiunto"
"ragionare","vi. (riflettere) to reason, think; avere ragionato"
"rappresentare","vt. (raffigurare) to depict; (simboleggiare, agire per conto di) to represent; avere rappresentato"
"reagire","vi. <reagisco> to react; avere reagito"
"realizzare","vt. (progetto, opera) to realize, carry out; (sogno, desiderio) to fullfil;  (scopo) achieve; avere realizzato"
"regalare","vt. (gener) to give (as a present); avere regalato"
"resistere (a)","vi. <resisto> (gen) to resist; (fatica, siccità) to stand up (to), withstand; avere resistito"
"restare a casa","to stay at home"
"restare a letto","to stay in bed"
"restare","vi. (continuare a stare) to stay, remain; (avanzare) to be left; essere restato"
"ricevere","vt. (ospiti, regalo, lettera,) to receive; (insulto, condanna) to get; avere ricevuto"
"richiedere","vt. (chiedere di nuovo) to ask again; (con fermezza: aiuto, sostegno, sussidio) to request; (esigere: concentrazione, impegno) to require; avere richiesto"
"riconoscere","vt. (persona, oggetto) to recognize; (ammettere: errori) to admit; avere riconosciuto"
"ricordarsi di aver fatto qc","to remember having done sth"
"ricordarsi di fare qc","to remember to do sth"
"ricordarsi","(nome, persona, fatto) to remember; essersi ricordato"
"ridere (di)","vi. <rido> to laugh (at); avere riso"
"ridurre","vt. <riduco> (diminuire: impegni, tasse, velocità) to reduce; avere ridotto"
"ridursi","vr. <riduco> (diventare) to be reduced; (diminuire) to decrease; essersi ridotto"
"riempire","vt. (bicchiere, sacco) to fill (up); (modulo) to fill in/out; avere riempito"
"rifiutare","vt. (non accettare: proposta, invito) to turn down, (consigli) to reject; avere rifiutato"
"rifiutare di fare qc","to refuse to do sth"
"rimanerci male","to be hurt, offended"
"rimanere a casa","to stay at home"
"rimanere a letto","to stay in bed"
"rimanere in macchina","to stay in the car"
"rimanere indietro","to be left behind"
"rimanere senza parole","to be (left) speechless"
"rimanere","vi. <rimango> (restare) to remain, stay; (avanzare) to be left; essere rimasto"
"ringraziare","vt. to thank; avere ringraziato"
"rinunciare (a)","vi. to give up, renounce; avere rinunciato"
"ripagare","vt. (ricompensare) to repay; (pagare di nuovo) to pay again; avere ripagato"
"riparare","vt. (accomodare: abiti, radio, muro) to repiar, fix; avere riparato"
"ripassare","vt. (passare sopra) to go over again, review; (ripetere: lezione) to revise; essere ripassato"
"ripetere","vt. (rifare: esperimento, esame) to repeat; (ripassare: lezione) to go over again; avere ripetuto"
"riposarsi","vr. (prendere ristoro) to rest; essersi riposato"
"rischiare","vt. to risk; avere rischiato"
"risolvere","vt. <risolvo> (equazione, problema, indovinello) to solve, (questione, controversia) to resolve; avere risolto"
"rispondere di sì/no","to say (answer) yes/no"
"rispondere di qc","to be accountable for sth"
"rispondere","vi. <rispondo> (dare una risposta) to answer; (replicare) to answer back; avere risposto"
"ritenere","vt. (considerare) to consider; (trattenere: somma, importo) to deduct; avere ritenuto"
"ritenersi","vr. (considerarsi) to consider o.s.; essersi ritenuto"
"ritornare","vi. (venire di nuovo) to go/come back; (ricomparire) to return; essere ritornato"
"riuscire a fare qc","to be able to do sth"
"riuscire","vi. (uscire di nuovo) to go out again; (avere successo) to succeed, be successful; essere riuscito"
"rivolgere","vt. (attenzione, sguardo, proiettore) to turn, direct; (parole) to address; avere rivolto"
"rivolgersi (a)","vr. to go and see, go and speak (to)"
"rompere","vt. <rompo> (silenzio, incanto, bastone, file, righe) to break; (interrompere: amicizia) to break off; avere rotto"
"rompersi","vr. <rompo> (macchina, radio, lavatrice) to break down; essersi rotto"
"ronzare","vi. to buzz, hum; avere ronzato"
"russare","vi. to snore; avere russato"
